distance,speed,weather,isOpen,favorite,clickCount,lastClickedDate,theme,fclass,cluster_score,colocation_score,interestScore
7.15,3.48,2,0,0,5,21,1,28,0.514,0.403,0.0
0.46,16.39,2,1,0,5,406,5,53,0.281,0.233,0.0
0.68,37.66,2,0,1,9,104,3,32,0.381,0.577,0.0
0.84,41.89,2,1,0,10,105,1,23,0.331,0.495,0.0
1.96,3.77,1,1,0,9,79,2,45,0.486,0.519,0.0
8.97,13.34,1,0,0,3,31,0,45,0.35,0.337,0.166
0.73,3.89,1,1,0,7,22,1,56,0.464,0.478,0.458
1.94,5.37,1,1,1,2,312,2,26,0.203,0.133,0.0
6.55,36.37,1,0,0,5,11,0,52,0.615,0.756,0.0
6.43,25.44,2,0,1,0,33,4,1,0.207,0.18,0.0
9.97,6.65,1,0,0,8,76,1,30,0.35,0.585,0.0
1.29,5.98,1,1,0,1,107,1,31,0.201,0.274,0.371
0.07,6.02,1,0,0,9,82,1,18,0.354,0.587,0.0
14.25,3.22,2,1,0,2,110,5,27,0.348,0.221,0.0
0.23,3.1,1,0,0,5,164,1,6,0.441,0.485,0.0
0.02,3.93,2,1,1,9,166,5,56,0.397,0.478,0.0
7.65,5.11,2,0,0,5,70,2,35,0.227,0.335,0.0
2.19,6.14,1,1,1,13,29,4,43,0.775,0.727,0.0
1.48,13.87,3,1,1,11,16,4,62,0.708,0.778,0.0
2.2,10.24,1,1,0,3,48,0,66,0.466,0.595,0.0
17.63,32.21,2,1,0,10,166,3,52,0.498,0.448,0.0
0.69,10.73,3,1,0,4,152,3,72,0.413,0.576,0.0
56.77,5.43,1,0,0,17,27,1,71,0.68,0.778,0.0
8.39,10.03,3,1,1,2,28,0,14,0.463,0.334,0.0
1.5,33.67,2,1,1,25,3,2,51,0.638,0.798,0.0
0.55,4.89,2,0,0,27,27,5,30,0.77,0.645,0.0
2.04,5.03,2,1,0,8,82,5,72,0.478,0.52,0.0
3.0,5.53,1,1,0,3,107,2,42,0.286,0.383,0.0
10.26,3.15,1,1,0,3,43,2,13,0.586,0.452,0.0
0.1,3.74,2,1,0,0,146,4,17,0.318,0.297,0.0
0.34,4.06,3,0,0,5,484,0,26,0.162,0.394,0.0
5.0,5.96,2,1,1,5,149,1,9,0.418,0.421,0.0
2.22,12.97,1,1,1,3,30,3,7,0.285,0.208,0.0
4.76,3.56,3,1,0,8,17,1,36,0.603,0.626,0.0
1.68,34.37,2,0,0,7,2,2,17,0.635,0.644,0.0
1.31,3.43,2,1,0,3,479,0,71,0.311,0.175,0.334
1.5,5.14,1,1,0,1,69,5,62,0.313,0.472,0.0
16.51,3.54,3,1,0,1,46,2,34,0.321,0.304,0.0
1.11,17.82,1,1,1,6,59,0,46,0.563,0.402,0.0
33.75,6.35,3,1,0,5,31,3,67,0.36,0.531,0.0
0.21,4.81,2,1,1,10,161,5,68,0.539,0.515,0.0
0.57,42.42,3,1,1,3,13,2,23,0.468,0.369,0.0
1.14,4.58,1,0,1,9,126,2,13,0.541,0.352,0.527
0.72,13.17,1,1,0,5,375,2,13,0.201,0.239,0.387
4.54,19.06,1,1,1,9,36,3,55,0.585,0.527,0.0
1.45,44.54,3,1,0,8,17,3,43,0.514,0.384,0.0
6.48,5.59,1,1,0,5,15,2,59,0.7,0.688,0.0
2.69,12.11,3,1,1,4,80,2,46,0.338,0.395,0.0
2.56,6.66,1,1,0,5,64,5,71,0.323,0.363,0.0
0.91,4.93,1,0,1,5,547,5,62,0.307,0.167,0.0
1.43,6.38,1,1,1,4,44,1,69,0.253,0.385,0.0
11.05,13.71,2,1,1,9,118,4,28,0.353,0.539,0.0
18.67,29.86,3,0,1,2,24,5,47,0.316,0.459,0.0
0.03,4.85,2,1,0,1,36,4,35,0.214,0.329,0.0
0.38,19.23,3,1,0,5,250,2,37,0.203,0.384,0.407
2.43,42.5,2,0,1,5,45,5,2,0.324,0.371,0.0
5.0,44.16,2,1,0,4,56,2,49,0.318,0.351,0.0
0.0,5.64,1,1,0,8,19,0,1,0.505,0.574,0.0
3.23,4.27,2,1,1,5,103,0,68,0.501,0.423,0.003
19.9,18.57,3,1,1,5,134,1,36,0.367,0.37,0.0
0.12,6.75,1,1,0,3,47,1,49,0.532,0.305,0.0
89.9,19.84,1,1,1,10,10,4,28,0.637,0.614,0.0
1.16,5.99,3,1,1,4,97,4,35,0.36,0.327,0.0
0.01,30.13,1,1,1,8,84,3,66,0.335,0.477,0.0
0.0,4.6,1,1,0,5,289,5,24,0.239,0.197,0.0
0.05,6.32,1,1,1,5,33,0,58,0.526,0.471,0.801
1.29,6.86,1,1,1,7,107,4,27,0.554,0.343,0.0
1.84,6.65,1,1,0,0,593,2,66,0.14,0.208,0.0
0.66,4.86,3,1,0,5,469,5,18,0.15,0.119,0.0
1.37,3.45,1,1,0,4,306,0,15,0.383,0.138,0.361
1.98,17.93,3,0,0,12,10,5,39,0.646,0.793,0.0
0.63,5.69,1,1,1,8,45,1,45,0.374,0.479,0.0
0.08,27.14,1,0,0,0,305,2,10,0.139,0.141,0.0
7.87,6.04,2,0,1,0,430,2,70,0.251,0.253,0.0
2.36,5.25,2,1,0,10,72,2,28,0.405,0.399,0.0
1.25,5.45,1,1,1,6,98,2,49,0.342,0.49,0.0
0.18,6.12,2,0,1,8,18,3,39,0.681,0.676,0.0
1.68,6.36,1,1,0,2,169,2,66,0.339,0.385,0.0
0.59,5.42,1,1,1,6,29,1,40,0.53,0.594,0.0
3.28,44.14,2,1,0,3,183,0,46,0.119,0.268,0.0
0.6,3.31,1,1,0,4,13,1,44,0.293,0.337,0.0
0.3,38.86,1,1,1,5,1,2,70,0.659,0.637,0.0
1.65,17.25,1,1,0,2,100,3,53,0.213,0.192,0.38
3.18,4.53,1,0,1,9,4,2,60,0.621,0.73,0.0
9.08,37.25,3,1,0,4,14,0,13,0.356,0.406,0.0
18.23,18.61,3,0,1,2,65,2,50,0.331,0.446,0.0
0.84,25.86,2,1,1,7,156,5,25,0.334,0.571,0.0
97.2,38.06,2,1,0,3,116,2,24,0.297,0.193,0.0
28.53,4.83,2,0,1,7,176,5,25,0.567,0.347,0.0
2.11,13.44,1,1,1,8,154,0,3,0.467,0.518,0.0
1.05,17.98,3,0,1,2,464,4,61,0.26,0.298,0.0
0.75,13.17,2,1,1,5,24,1,19,0.582,0.378,0.0
1.67,15.92,3,1,0,6,129,4,34,0.544,0.425,0.0
16.44,3.78,2,1,0,5,29,4,48,0.5,0.359,0.0
18.31,5.94,1,0,1,27,5,3,22,0.772,0.642,0.0
0.31,13.55,3,1,1,27,7,0,70,0.685,0.784,0.872
4.92,10.16,2,1,1,2,76,5,64,0.114,0.213,0.0
0.4,34.5,3,1,1,15,25,1,10,0.692,0.757,0.0
9.42,19.44,3,1,0,6,114,0,48,0.537,0.531,0.0
1.63,4.86,1,1,0,0,373,0,72,0.307,0.11,0.0
17.2,13.56,2,1,0,3,33,4,55,0.397,0.391,0.0
7.11,11.1,3,1,1,23,28,4,41,0.788,0.658,0.0
2.32,3.08,1,1,1,2,55,1,16,0.352,0.372,0.462
17.95,33.64,2,0,0,4,57,1,26,0.167,0.274,0.0
0.13,17.94,3,1,1,6,110,1,21,0.546,0.312,0.0
1.4,6.96,1,0,0,0,422,0,34,0.127,0.261,0.279
0.07,33.4,2,0,0,0,529,1,25,0.161,0.115,0.0
18.26,3.24,1,0,0,2,175,2,30,0.289,0.321,0.0
0.97,6.77,3,1,0,2,327,3,54,0.344,0.157,0.0
1.01,5.43,3,1,1,6,0,5,36,0.639,0.712,0.0
6.53,19.71,2,1,1,0,121,2,63,0.341,0.328,0.0
0.81,17.06,1,1,0,10,82,3,72,0.572,0.445,0.0
1.1,34.94,1,1,0,5,99,5,53,0.337,0.322,0.0
2.77,11.06,3,1,1,3,41,4,61,0.333,0.499,0.0
1.29,6.97,2,1,0,0,377,3,34,0.332,0.168,0.0
3.96,19.31,2,1,1,7,90,5,62,0.314,0.578,0.0
0.75,3.85,1,1,1,4,129,1,71,0.416,0.568,0.0
2.29,3.84,3,1,0,3,271,5,60,0.357,0.221,0.0
0.13,16.26,1,1,0,9,87,4,71,0.534,0.578,0.0
5.31,6.33,2,0,0,5,18,4,14,0.318,0.392,0.0
81.98,44.54,1,1,0,1,76,3,72,0.355,0.358,0.0
1.26,37.49,2,0,0,24,27,3,37,0.799,0.667,0.0
3.16,6.47,2,1,0,4,52,1,41,0.14,0.14,0.0
1.12,4.08,2,1,0,2,356,1,60,0.242,0.188,0.0
1.22,3.49,2,1,1,10,61,1,59,0.579,0.393,0.0
0.14,5.09,1,1,0,3,476,2,1,0.37,0.184,0.401
5.0,26.36,1,0,0,9,105,2,40,0.493,0.348,0.0
0.12,6.27,1,1,0,6,7,0,0,0.643,0.651,0.0
11.36,5.73,2,1,0,10,129,0,0,0.551,0.521,0.0
0.32,4.03,1,1,0,1,66,3,73,0.362,0.31,0.0
7.64,39.17,3,1,0,6,171,5,63,0.534,0.459,0.0
5.0,29.47,2,1,1,10,101,4,44,0.397,0.596,0.0
2.2,5.38,3,1,1,8,52,3,55,0.57,0.33,0.0
1.8,5.36,2,1,1,15,20,5,9,0.722,0.717,0.0
56.29,16.77,2,1,0,4,70,0,8,0.351,0.562,0.0
0.57,16.58,3,0,1,10,102,3,37,0.432,0.453,0.0
3.88,11.33,3,1,0,3,550,2,34,0.107,0.331,0.0
8.51,3.92,3,1,0,0,486,4,60,0.147,0.395,0.0
10.27,10.89,1,1,1,3,90,3,33,0.346,0.442,0.0
0.36,3.64,2,1,1,5,86,3,59,0.391,0.31,0.0
3.73,5.06,2,1,1,10,32,5,40,0.378,0.524,0.0
13.21,26.2,1,1,1,5,71,1,58,0.489,0.593,0.0
2.07,43.71,2,0,0,10,136,2,5,0.474,0.552,0.0
1.39,4.37,1,1,0,2,122,4,42,0.141,0.278,0.0
0.41,37.89,3,1,0,5,62,2,35,0.288,0.356,0.0
0.03,12.64,2,1,0,4,168,1,16,0.319,0.319,0.423
0.32,4.64,2,0,0,9,141,3,34,0.5,0.552,0.0
15.57,49.18,1,0,0,4,124,5,5,0.353,0.306,0.0
0.2,3.86,1,0,0,5,10,3,56,0.631,0.709,0.0
5.0,4.79,1,1,0,6,53,2,69,0.468,0.411,0.001
19.94,3.78,1,1,0,0,124,4,74,0.287,0.215,0.0
0.92,3.73,1,1,0,6,128,3,43,0.559,0.516,0.0
2.48,5.27,2,1,1,4,137,5,74,0.247,0.379,0.0
1.1,39.56,2,1,0,5,118,1,56,0.334,0.362,0.431
0.27,4.05,2,1,0,2,588,1,21,0.373,0.136,0.0
2.17,4.47,2,0,0,7,160,5,32,0.492,0.357,0.0
11.12,5.26,1,1,0,5,286,1,59,0.24,0.309,0.0
1.55,4.76,1,0,0,5,335,2,15,0.318,0.222,0.0
17.49,5.93,1,1,0,8,139,4,69,0.44,0.409,0.0
1.74,5.36,2,0,1,4,36,5,5,0.523,0.47,0.0
0.79,16.49,3,1,1,4,68,2,37,0.418,0.511,0.777
0.29,6.2,1,0,1,9,43,0,44,0.386,0.534,0.0
11.42,48.66,1,0,0,5,500,2,34,0.255,0.328,0.0
3.7,16.04,2,0,0,3,508,0,7,0.109,0.142,0.267
0.7,12.56,2,1,1,1,121,3,73,0.411,0.339,0.0
0.47,17.51,2,1,1,5,237,4,28,0.178,0.161,0.0
0.62,31.46,2,1,0,9,116,5,52,0.572,0.442,0.0
2.4,13.27,1,0,0,1,164,2,57,0.421,0.328,0.0
17.38,4.6,2,1,1,5,28,1,46,0.343,0.484,0.0
19.18,4.52,2,1,0,5,22,5,73,0.488,0.335,0.0
2.62,17.55,3,0,1,10,8,3,70,0.681,0.793,0.0
10.11,5.11,1,1,0,5,76,5,20,0.432,0.484,0.0
13.32,6.84,2,1,1,5,166,4,28,0.583,0.504,0.0
1.04,6.37,2,1,0,0,539,0,65,0.194,0.35,0.0
99.44,31.14,2,1,1,5,66,5,55,0.372,0.392,0.0
0.23,49.22,1,1,1,5,1,1,8,0.712,0.65,0.0
83.33,31.11,2,1,0,4,71,5,35,0.281,0.191,0.0
0.17,4.51,3,1,1,4,7,3,59,0.669,0.673,0.0
18.73,5.72,2,1,0,4,443,1,51,0.167,0.12,0.0
1.39,4.84,1,0,0,5,111,5,2,0.366,0.116,0.0
0.65,4.26,1,1,0,4,34,3,15,0.328,0.394,0.0
1.58,30.7,1,1,0,3,73,4,1,0.562,0.354,0.0
48.68,3.34,2,1,1,3,56,3,28,0.438,0.387,0.0
0.76,6.55,2,1,1,4,40,5,64,0.252,0.121,0.0
0.64,4.85,1,1,0,2,176,5,42,0.321,0.296,0.0
9.14,5.18,3,1,1,3,164,3,70,0.489,0.402,0.0
47.17,5.24,2,0,0,0,202,5,59,0.143,0.257,0.0
1.16,15.83,3,1,0,6,61,5,13,0.479,0.551,0.0
47.96,14.76,3,1,0,10,87,0,70,0.409,0.574,0.0
2.75,13.22,1,1,1,1,157,3,16,0.349,0.352,0.0
11.7,25.13,3,0,0,7,103,2,9,0.508,0.563,0.0
1.3,5.19,1,0,1,1,300,3,72,0.204,0.353,0.0
1.33,3.43,1,1,0,8,105,1,22,0.365,0.467,0.0
7.58,5.57,1,1,1,2,78,5,41,0.16,0.377,0.0
7.52,4.22,3,1,1,4,281,5,49,0.225,0.316,0.0
5.0,39.85,3,1,1,3,173,3,51,0.536,0.565,0.0
4.31,37.35,3,1,0,4,490,0,53,0.33,0.147,0.0
12.65,43.92,1,1,0,3,142,0,9,0.263,0.295,0.268
4.83,5.04,3,0,0,4,147,4,63,0.235,0.192,0.0
2.95,3.77,2,1,0,7,143,5,74,0.484,0.476,0.0
3.14,3.41,1,1,0,2,105,4,66,0.182,0.218,0.138
16.94,41.82,2,0,1,4,47,5,65,0.475,0.327,0.0
3.26,4.3,1,1,0,6,14,3,74,0.474,0.379,0.0
5.0,4.33,1,0,0,8,48,0,10,0.379,0.457,0.001
0.28,3.84,1,1,0,2,585,4,0,0.267,0.221,0.0
0.82,4.59,3,1,1,4,382,0,0,0.338,0.186,0.0
52.82,12.67,3,1,1,15,19,4,70,0.796,0.783,0.0
1.12,4.13,1,1,0,2,142,4,62,0.367,0.382,0.0
2.71,16.8,2,1,0,5,141,5,44,0.588,0.357,0.0
19.35,25.7,1,1,1,7,27,3,41,0.365,0.56,0.0
0.1,3.59,3,0,1,4,118,1,6,0.551,0.594,0.0
9.76,4.14,3,1,0,1,30,1,50,0.276,0.378,0.0
0.06,26.45,2,1,0,3,540,4,4,0.182,0.216,0.0
0.87,3.48,1,1,0,9,37,1,31,0.547,0.368,0.448
3.4,13.49,1,1,0,1,89,3,72,0.34,0.366,0.0
5.0,25.26,2,0,0,5,67,5,39,0.423,0.358,0.0
0.55,12.51,2,1,1,3,5,0,23,0.678,0.639,0.852
1.63,16.42,1,1,0,4,8,3,14,0.634,0.65,0.0
0.97,16.67,1,1,0,0,171,2,51,0.366,0.336,0.0
0.24,4.47,1,1,1,4,149,1,44,0.349,0.471,0.0
0.2,3.57,1,1,0,23,18,3,5,0.772,0.676,0.519
0.28,3.41,1,0,1,4,61,1,66,0.166,0.196,0.0
16.82,6.26,2,1,0,2,358,1,59,0.288,0.305,0.0
0.76,34.93,1,1,0,9,83,3,6,0.547,0.363,0.0
0.55,29.43,1,1,0,23,9,0,67,0.799,0.668,0.0
73.46,5.09,3,1,0,6,13,5,69,0.485,0.338,0.0
3.79,3.85,3,0,0,9,82,2,56,0.421,0.386,0.0
2.31,37.15,2,1,1,5,106,2,21,0.399,0.2,0.0
10.03,4.03,1,1,0,5,162,5,69,0.323,0.568,0.0
87.66,5.29,3,1,0,6,121,3,48,0.435,0.431,0.0
1.97,4.58,1,1,1,5,163,3,9,0.319,0.462,0.0
17.86,4.53,2,1,0,5,104,4,14,0.458,0.374,0.0
37.29,6.76,1,1,0,1,272,5,18,0.187,0.351,0.0
1.76,3.69,1,0,0,2,86,0,42,0.117,0.116,0.24
2.4,6.92,1,1,0,4,498,4,69,0.33,0.228,0.0
2.25,3.43,2,1,0,1,439,4,20,0.12,0.398,0.0
1.05,4.69,3,1,0,0,189,1,70,0.288,0.147,0.0
2.34,28.38,3,1,1,1,129,3,60,0.363,0.289,0.0
0.42,3.61,2,1,0,9,112,3,8,0.491,0.47,0.0
15.51,6.36,1,1,1,0,182,3,37,0.141,0.103,0.0
2.12,46.15,3,1,0,4,107,1,53,0.311,0.539,0.0
5.0,16.2,3,1,1,7,29,5,72,0.644,0.729,0.0
35.49,32.35,3,1,1,1,90,2,65,0.159,0.312,0.0
4.3,31.65,3,0,0,23,26,1,68,0.754,0.754,0.0
5.52,5.41,1,0,0,9,67,4,46,0.464,0.541,0.0
3.41,4.75,3,1,1,7,95,3,56,0.568,0.47,0.0
4.5,6.85,1,1,0,2,110,1,43,0.304,0.309,0.0
5.15,5.14,2,1,0,8,1,2,43,0.735,0.606,0.0
0.74,5.43,3,0,0,3,12,5,50,0.377,0.333,0.0
1.39,31.91,3,1,1,8,27,0,23,0.501,0.389,0.745
0.62,3.05,2,0,1,1,152,4,51,0.417,0.378,0.53
44.08,4.84,2,1,1,4,112,1,5,0.353,0.206,0.0
0.19,6.47,1,1,1,2,389,1,69,0.259,0.329,0.0
0.21,3.67,1,1,1,0,483,0,39,0.361,0.216,0.705
93.02,26.98,1,1,0,2,91,2,10,0.159,0.327,0.0
0.9,5.32,2,1,0,2,383,1,3,0.375,0.183,0.0
0.44,3.07,2,0,1,10,59,1,58,0.432,0.385,0.0
89.51,4.8,2,1,1,4,68,4,23,0.204,0.117,0.0
2.46,17.12,1,1,0,2,60,5,17,0.32,0.328,0.0
1.05,42.89,2,1,1,8,30,1,57,0.661,0.617,0.0
0.45,10.32,2,1,1,4,64,3,36,0.308,0.59,0.0
0.07,4.08,1,1,1,6,134,4,62,0.403,0.517,0.0
5.0,3.05,3,0,1,1,438,3,22,0.388,0.18,0.0
66.64,40.83,2,1,1,2,119,5,29,0.366,0.366,0.0
0.02,14.89,2,1,0,0,105,0,69,0.258,0.101,0.0
1.06,4.99,2,1,0,4,162,5,70,0.312,0.301,0.0
8.37,28.02,2,1,0,9,100,0,72,0.567,0.587,0.0
0.16,44.9,2,1,1,4,246,5,5,0.322,0.182,0.0
0.22,5.91,2,0,1,6,124,4,50,0.479,0.52,0.577
0.25,5.06,1,1,1,9,143,4,48,0.486,0.56,0.0
10.85,6.29,2,1,0,0,75,2,40,0.297,0.295,0.0
5.0,10.85,3,0,1,7,37,4,68,0.582,0.554,0.0
1.14,11.01,3,1,1,9,160,2,26,0.486,0.511,0.0
2.5,12.38,2,1,1,10,87,2,50,0.534,0.408,0.0
28.78,10.96,1,1,1,26,26,2,67,0.694,0.757,0.0
11.78,3.57,2,0,1,8,30,4,30,0.672,0.7,0.0
0.45,4.54,3,1,0,3,3,5,52,0.691,0.63,0.0
5.0,3.96,2,1,0,5,187,0,4,0.342,0.25,0.0
0.61,5.06,3,1,0,26,12,1,40,0.776,0.672,0.0
0.87,3.23,1,1,1,28,30,2,23,0.732,0.697,0.0
11.85,18.98,3,1,1,6,127,3,56,0.58,0.345,0.0
0.66,27.0,1,1,1,5,21,1,73,0.665,0.604,0.0
0.8,4.57,1,0,0,3,33,1,61,0.461,0.47,0.0
0.07,6.15,2,1,0,6,70,0,74,0.473,0.367,0.0
4.02,38.97,3,0,1,5,80,2,58,0.259,0.236,0.0
85.55,6.91,3,1,1,10,26,2,40,0.465,0.529,0.0
5.0,6.49,3,1,0,3,94,1,37,0.371,0.396,0.0
2.15,43.26,1,1,1,9,73,2,40,0.582,0.371,0.0
2.35,5.97,3,1,0,5,63,2,62,0.382,0.333,0.0
0.56,3.57,2,1,1,18,26,3,23,0.725,0.718,0.0
0.35,16.52,3,0,0,4,17,2,28,0.572,0.466,0.0
3.39,3.48,2,1,1,10,10,1,60,0.765,0.632,0.0
2.65,5.87,3,1,0,28,4,4,64,0.679,0.775,0.0
7.58,5.81,1,0,0,1,108,5,62,0.205,0.372,0.0
1.39,3.67,2,1,1,4,42,3,68,0.392,0.43,0.0
6.29,5.66,1,0,0,5,27,2,64,0.555,0.391,0.0
86.29,5.1,3,1,1,8,1,5,70,0.705,0.686,0.0
1.5,3.87,1,1,0,2,450,5,11,0.39,0.206,0.0
96.81,4.44,3,1,1,3,101,4,43,0.558,0.526,0.0
72.3,6.15,2,1,0,5,259,3,5,0.161,0.171,0.0
1.72,12.62,2,0,0,10,158,2,24,0.582,0.303,0.0
1.05,18.91,3,1,0,2,315,0,66,0.383,0.174,0.0
0.79,32.48,2,1,0,5,57,2,72,0.404,0.581,0.0
0.88,4.64,1,1,1,6,131,0,0,0.484,0.511,0.0
18.61,5.57,1,1,0,10,112,5,29,0.362,0.583,0.0
10.9,4.32,2,1,1,10,27,0,12,0.611,0.607,0.0
2.07,4.23,1,1,0,2,20,4,45,0.358,0.294,0.0
7.48,3.2,2,1,1,9,18,3,65,0.673,0.609,0.0
3.57,13.38,3,0,1,27,7,5,3,0.737,0.729,0.0
0.28,12.95,1,1,0,2,18,5,60,0.394,0.342,0.0
0.79,18.35,3,1,1,15,21,4,31,0.793,0.744,0.0
1.9,3.92,2,0,0,3,174,3,5,0.329,0.376,0.212
2.67,5.54,1,0,1,7,12,4,65,0.525,0.538,0.31
0.15,25.5,1,1,1,4,154,1,1,0.372,0.451,0.0
5.92,3.55,3,0,0,16,9,0,24,0.674,0.78,0.0
0.54,11.85,3,1,1,7,43,5,25,0.461,0.407,0.0
1.13,13.5,2,1,0,4,66,2,44,0.598,0.405,0.0
0.46,5.91,3,0,0,3,21,1,29,0.618,0.722,0.0
0.51,5.04,1,0,1,0,379,5,70,0.218,0.361,0.0
13.23,13.43,2,1,0,28,25,2,2,0.734,0.766,0.0
11.28,6.77,1,1,1,8,59,0,49,0.502,0.484,0.0
1.13,6.98,3,1,0,7,53,5,29,0.553,0.416,0.0
4.43,4.24,2,1,0,2,598,1,19,0.296,0.136,0.0
0.3,10.71,3,1,0,2,150,2,45,0.379,0.145,0.0
3.4,3.48,1,1,1,1,89,1,57,0.353,0.191,0.0
6.9,4.21,3,1,0,4,327,2,15,0.114,0.357,0.0
1.5,12.73,2,0,0,3,527,4,17,0.113,0.319,0.0
13.36,3.89,1,1,0,9,71,2,51,0.333,0.542,0.0
3.58,6.97,2,0,0,7,141,2,35,0.538,0.549,0.0
1.83,17.72,2,1,1,6,127,2,3,0.463,0.55,0.0
4.47,5.87,1,1,0,4,75,3,0,0.354,0.385,0.0
0.17,12.0,1,0,1,5,23,2,42,0.62,0.614,0.0
4.31,16.83,3,1,1,3,102,4,49,0.398,0.573,0.299
0.66,3.35,2,0,0,1,91,1,12,0.13,0.345,0.0
18.77,5.33,1,1,0,4,63,4,64,0.591,0.474,0.0
0.35,10.64,3,1,0,8,85,1,20,0.54,0.567,0.0
0.5,43.91,1,1,0,30,7,1,16,0.736,0.726,0.679
19.49,6.31,3,0,0,4,21,5,49,0.445,0.391,0.0
5.0,4.94,1,1,0,5,71,0,64,0.316,0.312,0.0
0.64,41.0,2,1,0,1,373,2,62,0.304,0.289,0.415
0.75,3.75,2,1,1,0,334,0,15,0.261,0.127,0.608
0.02,3.2,2,1,0,3,130,2,20,0.11,0.313,0.0
5.0,44.22,1,1,1,3,513,0,60,0.207,0.214,0.635
1.18,15.26,1,1,1,5,340,4,45,0.135,0.328,0.0
57.92,17.33,1,1,0,14,18,5,37,0.795,0.727,0.0
7.27,4.22,1,1,0,3,123,2,10,0.389,0.295,0.0
0.72,6.82,2,1,0,2,595,5,40,0.122,0.246,0.0
1.99,5.24,2,1,1,6,46,3,5,0.323,0.55,0.299
0.61,6.86,2,1,0,0,573,0,51,0.168,0.101,0.0
0.59,3.76,3,1,0,3,125,5,2,0.348,0.448,0.0
2.33,5.34,2,1,1,8,109,4,11,0.478,0.503,0.0
0.96,3.03,3,1,1,3,343,1,65,0.136,0.193,0.0
1.48,6.66,3,1,0,8,26,1,57,0.423,0.578,0.0
0.79,18.28,2,0,0,0,36,1,24,0.126,0.379,0.0
22.33,32.97,3,1,0,2,542,2,51,0.276,0.272,0.0
0.4,5.81,3,1,1,0,35,5,67,0.351,0.426,0.0
2.08,4.44,2,1,0,6,165,2,74,0.533,0.548,0.0
10.52,6.4,3,1,0,10,159,1,56,0.484,0.331,0.0
2.8,4.62,3,1,0,5,118,4,19,0.382,0.312,0.0
3.93,5.01,3,1,0,5,195,0,74,0.216,0.36,0.0
0.56,5.44,1,0,0,9,177,4,38,0.564,0.492,0.0
8.67,6.08,1,1,0,2,36,3,31,0.337,0.301,0.0
1.53,49.71,3,1,1,3,409,4,47,0.149,0.153,0.0
3.7,17.87,3,0,0,1,376,5,35,0.225,0.211,0.0
0.15,6.16,1,1,0,24,10,1,22,0.719,0.791,0.0
3.6,6.06,3,1,0,1,74,3,35,0.346,0.335,0.0
59.17,10.48,3,1,0,3,126,5,73,0.4,0.367,0.0
0.33,3.37,2,1,1,9,34,3,59,0.328,0.593,0.0
0.29,11.23,3,1,1,3,136,0,67,0.433,0.363,0.0
14.19,6.81,1,1,1,5,172,5,45,0.481,0.511,0.0
1.15,6.86,3,1,1,1,60,1,59,0.335,0.42,0.0
40.95,6.92,1,1,1,18,3,1,65,0.723,0.782,0.0
1.66,6.19,2,1,1,4,187,0,59,0.174,0.199,0.0
5.0,6.9,1,0,1,21,25,2,60,0.654,0.781,0.0
1.3,39.3,2,0,1,5,483,3,56,0.275,0.297,0.0
0.63,5.25,1,1,0,30,3,5,55,0.777,0.663,0.0
11.61,29.7,1,1,0,14,3,1,36,0.781,0.685,0.0
0.28,4.86,1,1,1,4,169,2,2,0.43,0.323,0.0
0.17,6.64,1,1,1,6,36,4,30,0.411,0.586,0.0
0.27,6.15,2,1,0,1,329,2,41,0.253,0.208,0.0
0.33,3.69,2,1,0,3,76,2,62,0.426,0.344,0.439
0.81,4.47,2,1,0,5,30,2,10,0.339,0.344,0.0
36.8,25.56,2,1,0,1,138,5,49,0.391,0.345,0.0
5.0,14.63,3,1,0,4,538,0,49,0.279,0.23,0.0
40.49,39.69,1,1,1,7,150,1,53,0.555,0.524,0.0
16.41,3.74,1,1,0,1,47,3,53,0.319,0.418,0.0
0.34,4.48,2,1,0,7,168,2,3,0.433,0.543,0.0
0.53,6.86,1,1,1,29,8,4,54,0.689,0.755,0.0
0.77,37.61,1,1,0,4,180,0,20,0.234,0.141,0.0
0.76,4.03,1,0,1,3,156,5,48,0.395,0.428,0.0
2.47,14.28,1,0,1,23,7,5,67,0.767,0.769,0.0
5.72,33.09,1,0,1,2,250,5,53,0.341,0.25,0.0
18.01,4.12,3,1,1,4,152,1,37,0.183,0.142,0.0
0.68,5.3,2,0,1,4,102,3,28,0.399,0.115,0.0
0.69,3.12,1,1,1,10,4,4,60,0.715,0.727,0.0
3.33,18.34,1,1,1,0,330,4,26,0.142,0.126,0.605
0.76,3.77,1,1,1,3,81,5,10,0.542,0.441,0.0
0.18,16.66,1,1,0,2,314,0,25,0.143,0.284,0.379
13.99,17.89,1,1,1,1,546,2,31,0.136,0.179,0.0
1.05,3.69,1,1,0,2,172,0,17,0.367,0.391,0.425
19.02,6.67,2,1,0,1,370,4,64,0.33,0.193,0.0
86.46,19.89,1,1,0,3,217,2,0,0.117,0.354,0.0
12.46,3.61,2,1,1,3,106,3,42,0.302,0.536,0.0
1.37,3.86,2,1,0,5,511,3,48,0.211,0.136,0.0
5.0,33.97,2,1,0,10,15,0,5,0.61,0.657,0.0
12.77,25.74,3,1,1,0,270,5,18,0.104,0.322,0.0
1.26,30.25,3,0,0,7,64,1,62,0.571,0.598,0.0
3.34,3.66,1,0,0,1,150,4,22,0.35,0.334,0.0
1.98,15.07,2,1,1,10,135,2,7,0.516,0.518,0.0
1.08,14.89,1,1,1,7,45,3,17,0.446,0.549,0.0
